direct,af,am,ar,as,ast,az,be,bg,bn,bs,ca,ceb,cs,cy,da,de,el,en,es,et,fa,ff,fi,fr,ga,gl,gu,ha,he,hi,hr,hu,hy,id,ig,is,it,ja,jv,ka,kam,kea,kk,km,kn,ko,ku,ky,lb,lg,ln,lo,lt,luo,lv,mi,mk,ml,mn,mr,ms,mt,my,ne,nl,no,ns,ny,oc,om,or,pa,pl,ps,pt,ro,ru,sd,sk,sl,sn,so,sr,sv,sw,ta,te,tg,th,tl,tr,uk,umb,ur,uz,vi,wo,xh,yo,zh,zhtrad,zu
en-x,19.41,0.13,7.54,0.71,12.48,1.30,1.74,28.31,3.47,21.28,36.68,5.69,26.07,2.24,35.34,31.89,6.87,/,25.99,2.77,5.43,0.71,19.19,41.33,1.64,13.52,1.48,0.89,4.16,9.62,21.01,18.69,2.25,30.79,0.75,2.93,27.02,20.78,5.93,3.57,0.43,3.21,0.98,0.14,1.20,15.10,0.36,0.97,3.01,1.04,2.02,0.22,2.35,1.05,1.46,1.64,10.56,1.31,0.25,2.46,19.24,3.06,0.06,2.59,25.07,28.90,1.85,1.29,9.07,0.25,0.50,0.85,19.77,0.51,40.97,30.01,26.06,0.70,11.78,20.37,1.11,0.86,9.35,35.60,1.43,1.05,1.07,0.77,2.01,12.10,6.88,26.26,2.06,2.27,0.35,28.26,1.79,0.98,0.69,16.60,7.00,0.67
x-en,43.00,0.38,18.65,1.87,30.64,6.82,10.00,36.28,4.88,37.20,42.79,17.72,36.80,11.46,45.19,41.07,20.27,/,29.75,11.96,16.46,2.99,30.95,42.24,11.52,35.24,0.87,3.45,13.80,18.06,34.43,30.36,2.86,38.03,2.78,12.50,32.49,22.89,9.30,5.34,4.43,15.64,4.63,2.47,0.77,24.24,1.53,3.76,15.13,3.74,3.78,2.48,8.98,3.29,8.39,7.85,30.09,1.36,2.67,5.43,34.56,15.12,0.69,7.13,31.30,41.43,4.33,4.65,34.98,1.15,0.73,0.76,28.26,2.47,46.10,38.87,32.59,1.59,30.89,31.76,3.85,3.22,37.94,46.19,8.03,1.53,1.45,2.90,9.41,28.44,20.06,35.61,2.55,7.55,4.13,30.73,4.59,4.82,3.42,24.74,22.60,3.81
zh-x,4.37,0.14,2.82,0.16,4.61,0.72,0.56,7.11,0.91,6.21,17.50,1.58,8.25,1.55,8.97,11.41,0.97,24.74,14.77,1.57,1.91,1.59,6.91,19.63,1.36,5.25,0.39,0.69,1.09,2.83,6.92,8.29,0.68,12.28,0.91,1.21,13.21,3.28,2.61,0.82,1.44,1.34,0.54,0.54,0.39,8.93,0.15,0.50,0.86,1.57,1.31,0.63,0.87,1.73,0.71,1.17,2.32,0.16,0.12,0.62,7.61,1.08,0.12,1.18,10.38,5.72,1.75,1.44,3.58,0.32,0.27,0.27,8.32,0.40,15.89,4.75,11.25,0.28,2.86,5.40,1.40,0.84,0.39,8.36,0.83,0.38,0.53,0.30,0.87,3.26,2.49,9.57,0.79,0.37,0.58,17.25,1.06,0.89,1.01,/,12.74,0.79
x-zh,7.34,0.13,4.78,0.43,6.92,2.35,3.01,9.67,1.25,9.47,8.39,3.14,8.59,2.37,9.58,11.52,4.12,16.60,8.55,3.87,4.57,1.00,9.84,11.13,2.13,8.09,0.30,0.95,2.64,4.44,9.20,7.56,0.68,10.09,0.77,3.32,9.67,7.45,2.36,1.41,1.03,3.85,1.72,0.88,0.26,9.08,0.45,1.40,3.54,1.07,1.09,0.84,3.17,1.04,2.55,1.49,8.62,0.28,0.87,1.40,9.49,3.18,0.17,2.06,8.47,10.20,1.11,1.24,6.49,0.42,0.27,0.26,9.21,0.70,9.69,10.49,11.84,0.55,7.21,9.63,0.95,0.96,9.83,11.04,1.93,0.37,0.36,0.98,2.44,4.02,5.92,10.64,0.79,1.62,1.43,7.62,1.34,1.20,0.88,/,18.47,0.94
de-x,9.21,0.12,5.43,0.24,8.24,1.06,1.40,19.63,2.06,15.44,25.54,2.46,17.68,1.68,24.51,/,4.53,41.07,20.89,2.36,4.52,1.84,12.93,30.30,1.35,9.14,1.05,0.75,3.25,6.11,15.55,14.64,1.96,19.29,0.71,2.51,20.98,8.96,3.96,2.81,1.60,2.39,1.04,0.51,0.54,8.32,0.10,0.94,5.39,2.03,1.68,0.63,1.91,2.55,1.13,1.69,7.61,0.45,0.27,1.38,11.46,2.06,0.10,1.56,22.28,17.67,2.34,1.52,6.34,0.22,0.41,0.66,14.99,0.38,26.56,19.35,20.25,0.33,8.11,14.81,1.42,0.94,2.28,23.48,1.09,0.66,0.83,0.64,1.30,6.36,4.23,20.08,1.17,0.87,0.67,21.18,1.20,0.92,1.09,11.52,5.93,0.87
x-de,18.82,0.24,10.18,0.79,16.95,3.91,6.44,20.43,2.55,20.96,22.65,8.26,21.08,4.81,25.09,/,12.78,31.89,16.64,6.80,9.42,1.45,17.44,23.86,5.14,19.25,0.44,1.85,8.41,8.61,19.24,16.92,1.63,18.16,1.44,7.52,20.56,12.33,4.73,2.93,1.83,7.50,2.82,1.34,0.44,11.89,0.81,2.25,14.63,1.66,2.34,1.46,5.96,1.79,5.05,3.17,16.56,0.57,1.32,2.97,16.35,6.60,0.35,3.54,20.78,21.61,1.98,2.11,18.28,0.68,0.38,0.37,17.92,1.35,22.31,21.84,19.21,0.63,18.30,19.60,1.52,1.73,20.83,26.33,3.40,0.71,0.73,1.57,4.78,13.41,10.70,18.93,1.09,3.86,2.27,14.00,1.99,1.67,1.70,11.41,12.93,1.19
ar-x,3.71,0.06,/,0.09,3.43,0.34,0.34,6.71,0.59,4.84,13.70,0.91,6.58,0.60,8.39,10.18,1.08,18.65,11.30,0.58,0.77,0.64,5.35,16.14,0.49,4.17,0.29,0.45,1.95,1.80,5.95,5.84,0.49,9.29,0.31,0.54,10.39,2.35,0.89,0.54,0.55,0.82,0.32,0.17,0.20,2.86,0.11,0.28,0.50,0.85,0.53,0.25,0.52,0.56,0.32,0.49,1.60,0.26,0.17,0.34,5.67,0.96,0.06,0.59,8.89,6.38,0.84,0.47,2.18,0.14,0.18,0.17,6.31,0.40,13.61,6.33,8.50,0.38,2.25,4.92,0.53,0.36,0.42,8.55,0.41,0.26,0.21,0.17,0.60,2.54,0.98,8.73,0.43,0.27,0.36,12.74,0.37,0.28,0.33,4.78,1.95,0.20
x-ar,3.95,0.07,/,0.23,4.05,0.90,1.48,5.48,0.71,4.53,4.86,1.92,4.17,1.59,5.07,5.43,3.11,7.54,5.12,1.32,0.65,0.92,3.78,6.52,1.75,4.40,0.28,0.86,2.86,1.64,4.33,2.92,0.55,5.95,0.55,1.88,5.21,2.62,1.01,0.80,0.53,1.51,0.71,0.51,0.20,2.23,0.43,0.75,1.38,0.59,0.81,0.47,1.13,0.73,1.09,0.91,3.87,0.32,0.54,0.74,4.68,2.02,0.07,0.57,4.75,4.63,0.79,0.67,3.74,0.64,0.15,0.28,4.43,0.37,5.79,5.49,5.47,0.45,3.14,4.19,0.48,0.74,4.63,4.80,0.78,0.28,0.30,0.69,1.20,3.16,2.09,5.37,0.38,0.26,0.57,3.75,0.95,0.52,0.55,2.82,2.50,0.37
ne-x,1.26,0.21,0.57,0.21,1.03,0.55,0.25,2.67,0.91,1.03,4.01,1.06,1.98,0.84,2.40,3.54,0.90,7.13,3.86,0.74,0.75,0.79,1.74,5.57,0.61,1.59,0.22,0.76,0.52,6.01,1.48,2.49,0.36,2.33,0.79,0.72,3.64,1.09,0.87,0.75,0.69,0.97,0.55,0.37,0.30,2.31,0.24,0.42,0.74,0.82,0.92,0.37,0.56,0.98,0.39,0.74,0.63,0.21,0.24,3.70,1.12,0.90,0.16,/,3.40,2.18,0.95,0.97,1.17,0.39,0.36,0.44,2.31,0.50,3.96,1.83,2.80,0.25,1.06,1.44,0.73,0.78,0.34,2.35,0.79,0.50,0.41,0.27,0.40,1.16,1.00,2.39,0.73,0.33,0.56,4.07,0.74,0.67,0.64,2.06,0.72,0.51
x-ne,1.35,0.18,0.59,1.69,1.18,0.54,0.45,1.35,3.16,1.00,0.95,0.95,1.22,0.64,1.45,1.56,0.85,2.59,1.26,0.75,0.73,0.94,1.03,1.58,0.57,1.10,2.92,0.73,0.44,6.21,1.11,1.08,0.41,1.55,0.52,0.60,1.46,1.30,0.70,0.52,0.75,0.98,0.64,0.37,1.23,1.26,0.38,0.62,0.80,0.90,0.77,0.43,0.58,0.95,0.55,0.47,1.07,0.94,0.55,3.81,1.14,0.64,0.16,/,1.50,1.44,0.72,0.71,1.11,0.26,1.84,1.59,1.37,0.62,1.62,1.35,1.26,0.76,1.08,1.32,0.47,0.38,1.24,1.35,0.51,0.43,1.17,0.68,0.58,0.99,1.00,1.11,0.56,1.11,0.61,0.88,0.63,0.34,0.50,1.18,0.76,0.31
